1327	1327	3521858	0.008848	3521858	0.008848
1364	1364	3720992	0.056625	199134	0.047777
1433	1433	4106978	0.178723	385986	0.122098
1387	1387	3847538	0.097325	-259440	-0.081399
1380	1380	3808800	0.084938	-38738	-0.012387
1390	1390	3864200	0.102633	55400	0.017695
1413	1413	3993138	0.143332	128938	0.040699
1521	1521	4626882	0.334442	633744	0.191110
1442	1442	4158728	0.194649	-468154	-0.139793
1547	1547	4786418	0.380450	627690	0.185801
1444	1444	4170272	0.198188	-616146	-0.182262
1456	1456	4239872	0.219423	69600	0.021234
1453	1453	4222418	0.214114	-17454	-0.005309
1488	1488	4428288	0.276048	205870	0.061934
1485	1485	4410450	0.270739	-17838	-0.005309
1494	1494	4464072	0.286665	53622	0.015926
1510	1510	4560200	0.314977	96128	0.028313
1498	1498	4488008	0.293743	-72192	-0.021234
1519	1519	4614722	0.330903	126714	0.037160
1528	1528	4669568	0.346829	54846	0.015926
1504	1504	4524032	0.304360	-145536	-0.042469
1509	1509	4554162	0.313208	30130	0.008848
1514	1514	4584392	0.322056	30230	0.008848
1511	1511	4566242	0.316747	-18150	-0.005309
1534	1534	4706312	0.357446	140070	0.040699
1527	1527	4663458	0.345060	-42854	-0.012387
1285	1553	4063034	0.282711	-600424	-0.062349
1116	1515	3540681	0.354228	-522353	0.071517
1367	1635	4541914	0.381650	1001233	0.027422
1513	1513	4578338	0.320286	36424	-0.061364
1236	1760	4625296	0.548842	46958	0.228556
1211	1495	3701546	0.254007	-923750	-0.294835
1232	1500	3767824	0.244632	66278	-0.009375
1226	1494	3735112	0.242239	-32712	-0.002392
1213	1497	3712378	0.254549	-22734	0.012310
1209	1477	3643210	0.237915	-69168	-0.016633
1215	1483	3675514	0.239018	32304	0.001103
1148	1683	4150393	0.495876	474879	0.256858
1193	1744	4464785	0.544064	314392	0.048188
1203	1471	3611050	0.237283	-853735	-0.306781
1119	1654	3987877	0.483075	376827	0.245792
1203	1771	4583650	0.572524	595773	0.089448
1207	1475	3632474	0.237652	-951176	-0.334872
1164	1715	4296121	0.523306	663647	0.285654
1177	1712	4316273	0.513509	20152	-0.009797
1167	1435	3421114	0.243380	-895159	-0.270128
1174	1442	3457640	0.240891	36526	-0.002489
1162	1430	3395144	0.245526	-62496	0.004635
1177	1445	3473354	0.240012	78210	-0.005514
1123	1407	3240778	0.277840	-232576	0.037828
1123	1391	3196010	0.271732	-44768	-0.006108
1128	1663	4037953	0.486505	841943	0.214773
1105	1656	3963361	0.495004	-74592	0.008499
1133	1401	3246490	0.263542	-716871	-0.231462
1068	1619	3761785	0.487932	515295	0.224390
1070	1338	2935144	0.327914	-826641	-0.160018
1085	1620	3801625	0.474739	866481	0.146825
1031	1582	3565685	0.489591	-235940	0.014852
1094	1362	3051880	0.300154	-513805	-0.189437
1070	1605	3720925	0.473451	669045	0.173297
953	1626	3552085	0.600179	-168840	0.126728
1084	1734	4181812	0.591020	629727	-0.009160
952	1637	3586073	0.609688	-595739	0.018668
1080	1730	4159300	0.589428	573227	-0.020260
1042	1577	3572693	0.475023	-586607	-0.114406
1007	1558	3441413	0.495314	-131280	0.020291
994	1529	3325877	0.489514	-115536	-0.005799
973	1508	3220793	0.500277	-105084	0.010762
945	1496	3131041	0.525920	-89752	0.025643
956	1606	3493172	0.582137	362131	0.056217
835	1485	2902450	0.650672	-590722	0.068535
946	1481	3088277	0.517717	185827	-0.132955
952	1503	3165313	0.521400	77036	0.003682
921	1456	2968177	0.537160	-197136	0.015760
934	1202	2317160	0.523890	-651017	-0.013270
942	1210	2351464	0.511307	34304	-0.012583
896	1164	2157712	0.584644	-193752	0.073336
887	1155	2120794	0.599236	-36918	0.014592
871	1139	2055962	0.625338	-64832	0.026102
830	1365	2552125	0.629484	496163	0.004146
873	1141	2064010	0.622064	-488115	-0.007419
870	1138	2051944	0.626976	-12066	0.004911
965	965	1862450	0.649420	-189494	0.022444
853	1121	1984250	0.654922	121800	0.005502
1042	1042	2171528	0.513166	187278	-0.141757
