1333	1333	3553778	0.001770	3553778	0.001770
1333	1333	3553778	0.001770	0	0.000000
1339	1339	3585842	0.012387	32064	0.010617
1347	1347	3628818	0.026543	42976	0.014156
1328	1328	3527168	0.007078	-101650	-0.019465
1364	1364	3720992	0.056625	193824	0.049547
1333	1333	3553778	0.001770	-167214	-0.054856
1310	1310	3432200	0.038930	-121578	0.037160
1371	1371	3759282	0.069012	327082	0.030082
1333	1333	3553778	0.001770	-205504	-0.067242
1342	1342	3601928	0.017695	48150	0.015926
1330	1330	3537800	0.003539	-64128	-0.014156
1316	1316	3463712	0.028313	-74088	0.024774
1330	1330	3537800	0.003539	74088	-0.024774
1333	1333	3553778	0.001770	15978	-0.001770
1329	1321	3511282	0.014266	-42496	0.012497
1318	1318	3474248	0.024774	-37034	0.010507
1327	1327	3521858	0.008848	47610	-0.015926
1349	1349	3639602	0.030082	117744	0.021234
1327	1327	3521858	0.008848	-117744	-0.021234
1332	1332	3548448	0.000000	26590	-0.008848
1333	1333	3553778	0.001770	5330	0.001770
1347	1347	3628818	0.026543	75040	0.024774
1341	1341	3596562	0.015926	-32256	-0.010617
1311	1311	3437442	0.037160	-159120	0.021234
1330	1330	3537800	0.003539	100358	-0.033621
1312	1312	3442688	0.035391	-95112	0.031852
1332	1332	3548448	0.000000	105760	-0.035391
1332	1332	3548448	0.000000	0	0.000000
1355	1355	3672050	0.040699	123602	0.040699
1330	1330	3537800	0.003539	-134250	-0.037160
1334	1334	3559112	0.003539	21312	-0.000000
1331	1331	3543122	0.001770	-15990	-0.001770
1319	1319	3479522	0.023004	-63600	0.021234
1330	1330	3537800	0.003539	58278	-0.019465
1321	1321	3490082	0.019465	-47718	0.015926
1335	1335	3564450	0.005309	74368	-0.014156
1348	1348	3634208	0.028313	69758	0.023004
1332	1332	3548448	0.000000	-85760	-0.028313
1337	1337	3575138	0.008848	26690	0.008848
1324	1324	3505952	0.014156	-69186	0.005309
1336	1336	3569792	0.007078	63840	-0.007078
1315	1315	3458450	0.030082	-111342	0.023004
1331	1331	3543122	0.001770	84672	-0.028313
1329	1329	3532482	0.005309	-10640	0.003539
1319	1319	3479522	0.023004	-52960	0.017695
1332	1332	3548448	0.000000	68926	-0.023004
1310	1310	3432200	0.038930	-116248	0.038930
